Index,Post_Date,Year,Month,City,Post_Type,Post_Details,Likes,Shares,Comments,Post_Link,Page
225,45694.00,2025,2,Cairo,Tech,AI tech breakthrough reported.,3768,1391,2088,https://example.com/post/225,ArabsNews
226,45655.00,2024,12,Jeddah,Football,Top 5 goals of the week in Jeddah league.,7247,1473,1292,https://example.com/post/226,ArabsNews
227,45365.00,2024,3,Riyadh,Entertainment,Concert announced in Riyadh.,2624,1974,4219,https://example.com/post/227,ArabsNews
228,45657.00,2024,12,Dubai,Entertainment,Concert announced in Dubai.,4274,2443,4787,https://example.com/post/228,ArabsNews
229,45562.00,2024,9,Beirut,Weather Alert,Storm warning issued in Beirut.,2282,1222,4097,https://example.com/post/229,ArabsNews
230,45637.00,2024,12,Baghdad,Health,Health awareness campaign in Baghdad.,1708,523,2455,https://example.com/post/230,ArabsNews
231,45369.00,2024,3,Cairo,Tech,Top 5 gadgets of 2025.,7549,2698,426,https://example.com/post/231,ArabsNews
232,45747.00,2025,3,Dubai,Health,Health awareness campaign in Dubai.,4957,1200,4710,https://example.com/post/232,ArabsNews
233,45533.00,2024,8,Dubai,Tech,Top 5 gadgets of 2025.,7857,598,1432,https://example.com/post/233,ArabsNews
234,45538.00,2024,9,Doha,Health,New hospital opens in Doha.,6329,2482,4025,https://example.com/post/234,ArabsNews
235,45719.00,2025,3,Beirut,Weather Alert,High temperatures expected in Beirut.,7502,1360,1066,https://example.com/post/235,ArabsNews
236,45577.00,2024,10,Alexandria,Educational,Workshop on AI held in Alexandria.,9109,182,3305,https://example.com/post/236,ArabsNews
237,45763.00,2025,4,Baghdad,Religious,Charity campaign launched in Baghdad.,2838,2994,434,https://example.com/post/237,ArabsNews
238,45305.00,2024,1,Cairo,Football,Top 5 goals of the week in Cairo league.,8019,1498,2941,https://example.com/post/238,ArabsNews
239,45345.00,2024,2,Riyadh,Health,New hospital opens in Riyadh.,6259,2384,3601,https://example.com/post/239,ArabsNews
240,45294.00,2024,1,Jeddah,Football,Fan reactions after Jeddah win.,6664,2499,2651,https://example.com/post/240,ArabsNews
241,45459.00,2024,6,Riyadh,Entertainment,Concert announced in Riyadh.,5890,2575,3456,https://example.com/post/241,ArabsNews
242,45394.00,2024,4,Cairo,Weather Alert,Rainfall forecast updated.,3950,2547,4018,https://example.com/post/242,ArabsNews
243,45788.00,2025,5,Jeddah,Religious,Event: Eid celebrations in Jeddah.,9667,1976,4742,https://example.com/post/243,ArabsNews
244,45597.00,2024,11,Alexandria,Educational,Scholarship applications open for Alexandria students.,4128,3000,4230,https://example.com/post/244,ArabsNews
245,45413.00,2024,5,Cairo,Health,Health awareness campaign in Cairo.,3843,1682,4134,https://example.com/post/245,ArabsNews
246,45461.00,2024,6,Beirut,Religious,Charity campaign launched in Beirut.,3781,153,4179,https://example.com/post/246,ArabsNews
247,45564.00,2024,9,Doha,Entertainment,Concert announced in Doha.,5481,1733,2743,https://example.com/post/247,ArabsNews
248,45568.00,2024,10,Beirut,Weather Alert,High temperatures expected in Beirut.,6265,1310,2402,https://example.com/post/248,ArabsNews
249,45358.00,2024,3,Dubai,Weather Alert,Storm warning issued in Dubai.,7258,1360,3698,https://example.com/post/249,ArabsNews
250,45549.00,2024,9,Baghdad,Weather Alert,Storm warning issued in Baghdad.,3693,1676,4073,https://example.com/post/250,ArabsNews
251,45556.00,2024,9,Beirut,Football,Fan reactions after Beirut win.,1214,547,4153,https://example.com/post/251,ArabsNews
252,45657.00,2024,12,Doha,Health,New hospital opens in Doha.,2461,1215,2522,https://example.com/post/252,ArabsNews
253,45329.00,2024,2,Alexandria,Religious,Event: Eid celebrations in Alexandria.,3058,2264,2071,https://example.com/post/253,ArabsNews
254,45520.00,2024,8,Cairo,Educational,Scholarship applications open for Cairo students.,105,439,1123,https://example.com/post/254,ArabsNews
255,45393.00,2024,4,Cairo,Health,Vaccination drive starts in Cairo.,9159,89,1962,https://example.com/post/255,ArabsNews
256,45566.00,2024,10,Baghdad,Football,Top 5 goals of the week in Baghdad league.,5807,2061,1371,https://example.com/post/256,ArabsNews
257,45373.00,2024,3,Amman,Educational,Scholarship applications open for Amman students.,2043,1766,1858,https://example.com/post/257,ArabsNews
258,45823.00,2025,6,Beirut,Political,Government decision sparks debate in Beirut.,6909,1700,130,https://example.com/post/258,ArabsNews
259,45790.00,2025,5,Dubai,Educational,Scholarship applications open for Dubai students.,6466,1889,4304,https://example.com/post/259,ArabsNews
260,45629.00,2024,12,Beirut,Educational,Workshop on AI held in Beirut.,6226,918,2475,https://example.com/post/260,ArabsNews
261,45399.00,2024,4,Cairo,Religious,Charity campaign launched in Cairo.,2881,91,426,https://example.com/post/261,ArabsNews
262,45687.00,2025,1,Jeddah,Religious,Event: Eid celebrations in Jeddah.,7971,1089,1611,https://example.com/post/262,ArabsNews
263,45626.00,2024,11,Doha,Political,New policy reform announced in Doha.,5251,2164,4301,https://example.com/post/263,ArabsNews
264,45537.00,2024,9,Amman,Local News,New traffic rule enforced in Amman.,7442,1511,175,https://example.com/post/264,ArabsNews
265,45381.00,2024,3,Jeddah,Tech,AI tech breakthrough reported.,1581,1722,610,https://example.com/post/265,ArabsNews
266,45602.00,2024,11,Amman,Tech,Top 5 gadgets of 2025.,9009,1027,550,https://example.com/post/266,ArabsNews
267,45337.00,2024,2,Amman,Weather Alert,Storm warning issued in Amman.,5481,1560,3657,https://example.com/post/267,ArabsNews
268,45677.00,2025,1,Alexandria,Local News,New traffic rule enforced in Alexandria.,8574,2676,4876,https://example.com/post/268,ArabsNews
269,45610.00,2024,11,Baghdad,Local News,New traffic rule enforced in Baghdad.,5717,1847,1366,https://example.com/post/269,ArabsNews
270,45573.00,2024,10,Amman,Football,Top 5 goals of the week in Amman league.,2282,2101,925,https://example.com/post/270,ArabsNews
271,45630.00,2024,12,Alexandria,Political,New policy reform announced in Alexandria.,9962,2136,4303,https://example.com/post/271,ArabsNews
272,45400.00,2024,4,Riyadh,Religious,Charity campaign launched in Riyadh.,607,340,2589,https://example.com/post/272,ArabsNews
273,45378.00,2024,3,Doha,Local News,New traffic rule enforced in Doha.,5048,2101,4627,https://example.com/post/273,ArabsNews
274,45694.00,2025,2,Dubai,Entertainment,Movie trailer released: 'Dubai'.,1604,970,1708,https://example.com/post/274,ArabsNews
275,45654.00,2024,12,Jeddah,Religious,Charity campaign launched in Jeddah.,150,744,1303,https://example.com/post/275,ArabsNews
276,45383.00,2024,4,Beirut,Political,Election updates from Beirut.,6581,1571,3441,https://example.com/post/276,ArabsNews
277,45355.00,2024,3,Cairo,Educational,Scholarship applications open for Cairo students.,5826,1053,603,https://example.com/post/277,ArabsNews
278,45664.00,2025,1,Amman,Political,New policy reform announced in Amman.,3109,1116,346,https://example.com/post/278,ArabsNews
279,45597.00,2024,11,Riyadh,Political,Election updates from Riyadh.,2458,1596,1355,https://example.com/post/279,ArabsNews
280,45596.00,2024,10,Alexandria,Health,Vaccination drive starts in Alexandria.,1699,816,4480,https://example.com/post/280,ArabsNews
281,45552.00,2024,9,Amman,Entertainment,Concert announced in Amman.,5677,1109,2030,https://example.com/post/281,ArabsNews
282,45802.00,2025,5,Beirut,Football,Top 5 goals of the week in Beirut league.,1730,598,282,https://example.com/post/282,ArabsNews
283,45617.00,2024,11,Dubai,Educational,Results declared for Dubai exams.,8593,823,3176,https://example.com/post/283,ArabsNews
284,45434.00,2024,5,Doha,Educational,Workshop on AI held in Doha.,9853,434,2624,https://example.com/post/284,ArabsNews
285,45768.00,2025,4,Jeddah,Tech,Launch event for Dubai held in Beirut.,8017,966,2905,https://example.com/post/285,ArabsNews
286,45537.00,2024,9,Dubai,Entertainment,Movie trailer released: 'Dubai'.,9760,1936,1045,https://example.com/post/286,ArabsNews
287,45625.00,2024,11,Beirut,Weather Alert,High temperatures expected in Beirut.,7815,285,307,https://example.com/post/287,ArabsNews
288,45368.00,2024,3,Baghdad,Health,Health awareness campaign in Baghdad.,7052,2424,2115,https://example.com/post/288,ArabsNews
289,45449.00,2024,6,Jeddah,Entertainment,Movie trailer released: 'Jeddah'.,3948,556,3666,https://example.com/post/289,ArabsNews
290,45367.00,2024,3,Riyadh,Weather Alert,Storm warning issued in Riyadh.,8917,538,4887,https://example.com/post/290,ArabsNews
291,45481.00,2024,7,Cairo,Educational,Results declared for Cairo exams.,5702,46,2003,https://example.com/post/291,ArabsNews
292,45552.00,2024,9,Baghdad,Political,New policy reform announced in Baghdad.,6026,394,1938,https://example.com/post/292,ArabsNews
293,45454.00,2024,6,Beirut,Religious,Event: Eid celebrations in Beirut.,4694,2857,2759,https://example.com/post/293,ArabsNews
294,45441.00,2024,5,Cairo,Local News,New traffic rule enforced in Cairo.,4183,2223,2130,https://example.com/post/294,ArabsNews
295,45407.00,2024,4,Alexandria,Health,New hospital opens in Alexandria.,7901,2751,735,https://example.com/post/295,ArabsNews
296,45341.00,2024,2,Doha,Tech,Launch event for Alexandria held in Dubai.,9087,1757,4667,https://example.com/post/296,ArabsNews
297,45510.00,2024,8,Beirut,Football,Fan reactions after Beirut win.,5982,2029,2460,https://example.com/post/297,ArabsNews
298,45345.00,2024,2,Doha,Football,Match result: Baghdad vs Doha ended in a win.,2592,1178,3988,https://example.com/post/298,ArabsNews
299,45499.00,2024,7,Jeddah,Local News,Market fire reported in Jeddah.,9670,2393,395,https://example.com/post/299,ArabsNews
300,45718.00,2025,3,Alexandria,Religious,Event: Eid celebrations in Alexandria.,531,29,3768,https://example.com/post/300,ArabsNews
301,45305.00,2024,1,Doha,Religious,Charity campaign launched in Doha.,6187,436,2741,https://example.com/post/301,ArabsNews
302,45512.00,2024,8,Jeddah,Weather Alert,Rainfall forecast updated.,5777,2748,2693,https://example.com/post/302,ArabsNews
303,45732.00,2025,3,Doha,Educational,Workshop on AI held in Doha.,2067,2897,4865,https://example.com/post/303,ArabsNews
304,45685.00,2025,1,Baghdad,Entertainment,Movie trailer released: 'Baghdad'.,1017,1193,4822,https://example.com/post/304,ArabsNews
305,45424.00,2024,5,Amman,Religious,Prayer times updated for Amman.,4697,1167,600,https://example.com/post/305,ArabsNews
306,45410.00,2024,4,Alexandria,Political,Government decision sparks debate in Alexandria.,5706,1648,2060,https://example.com/post/306,ArabsNews
307,45625.00,2024,11,Alexandria,Entertainment,Celebrity spotted in Alexandria.,2507,1327,4005,https://example.com/post/307,ArabsNews
308,45627.00,2024,12,Dubai,Entertainment,Movie trailer released: 'Dubai'.,8383,2295,2955,https://example.com/post/308,ArabsNews
309,45300.00,2024,1,Doha,Tech,AI tech breakthrough reported.,1447,2042,2051,https://example.com/post/309,ArabsNews
310,45534.00,2024,8,Baghdad,Local News,New traffic rule enforced in Baghdad.,7718,2462,3336,https://example.com/post/310,ArabsNews
311,45446.00,2024,6,Cairo,Entertainment,Concert announced in Cairo.,1171,1118,1166,https://example.com/post/311,ArabsNews
312,45496.00,2024,7,Alexandria,Entertainment,Celebrity spotted in Alexandria.,4258,486,905,https://example.com/post/312,ArabsNews
313,45515.00,2024,8,Jeddah,Health,New hospital opens in Jeddah.,7702,603,74,https://example.com/post/313,ArabsNews
314,45813.00,2025,6,Doha,Political,Election updates from Doha.,8951,689,1590,https://example.com/post/314,ArabsNews
315,45530.00,2024,8,Beirut,Football,Top 5 goals of the week in Beirut league.,633,952,4831,https://example.com/post/315,ArabsNews
316,45375.00,2024,3,Amman,Health,Vaccination drive starts in Amman.,1931,417,173,https://example.com/post/316,ArabsNews
317,45436.00,2024,5,Riyadh,Religious,Event: Eid celebrations in Riyadh.,9642,237,4183,https://example.com/post/317,ArabsNews
318,45788.00,2025,5,Doha,Local News,New traffic rule enforced in Doha.,2336,2728,4966,https://example.com/post/318,ArabsNews
319,45579.00,2024,10,Riyadh,Educational,Workshop on AI held in Riyadh.,2549,1980,4595,https://example.com/post/319,ArabsNews
320,45506.00,2024,8,Beirut,Religious,Event: Eid celebrations in Beirut.,1230,1019,2547,https://example.com/post/320,ArabsNews
321,45615.00,2024,11,Cairo,Football,Fan reactions after Cairo win.,6223,2052,714,https://example.com/post/321,ArabsNews
322,45659.00,2025,1,Doha,Football,Match result: Jeddah vs Amman ended in a loss.,4783,2402,4842,https://example.com/post/322,ArabsNews
323,,1900,1,Riyadh,Tech,,7995,1486,,,ArabsNews
324,45353.00,2024,3,Amman,Health,Vaccination drive starts in Amman.,7995,2840,3130,https://example.com/post/324,ArabsNews
325,45454.00,2024,6,Baghdad,Entertainment,Concert announced in Baghdad.,9517,818,1695,https://example.com/post/325,ArabsNews
326,45791.00,2025,5,dabi,Religious,Charity campaign launched in Dubai.,441,2439,4949,https://example.com/post/326,ArabsNews
327,45730.00,2025,3,Amman,Tech,Launch event for Jeddah held in Baghdad.,4107,2728,4128,https://example.com/post/327,ArabsNews
328,45722.00,2025,3,Amman,Football,Fan reactions after Amman win.,8859,925,735,https://example.com/post/328,ArabsNews
329,45791.00,2025,5,Alexandria,Political,Government decision sparks debate in Alexandria.,4106,2665,1885,https://example.com/post/329,ArabsNews
330,45396.00,2024,4,Alexandria,Educational,Workshop on AI held in Alexandria.,8262,2034,2538,https://example.com/post/330,ArabsNews
331,45823.00,2025,6,Amman,Tech,AI tech breakthrough reported.,658,1076,1368,https://example.com/post/331,ArabsNews
332,45546.00,2024,9,Amman,Religious,Charity campaign launched in Amman.,9679,2567,3791,https://example.com/post/332,ArabsNews
333,45356.00,2024,3,Doha,Health,Vaccination drive starts in Doha.,3356,1027,776,https://example.com/post/333,ArabsNews
334,45770.00,2025,4,Jeddah,Weather Alert,Rainfall forecast updated.,9989,2407,1196,https://example.com/post/334,ArabsNews
335,45500.00,2024,7,Alexandria,Religious,Event: Eid celebrations in Alexandria.,6019,924,4746,https://example.com/post/335,ArabsNews
336,45323.00,2024,2,Alexandria,Religious,Event: Eid celebrations in Alexandria.,1374,343,3005,https://example.com/post/336,ArabsNews
337,45416.00,2024,5,Cairo,Political,Election updates from Cairo.,3692,2384,3143,https://example.com/post/337,ArabsNews
338,45668.00,2025,1,Cairo,Football,Match result: Alexandria vs Riyadh ended in a loss.,3291,1307,3249,https://example.com/post/338,ArabsNews
339,45571.00,2024,10,Dubai,Weather Alert,High temperatures expected in Dubai.,7913,1145,2753,https://example.com/post/339,ArabsNews
340,45696.00,2025,2,Riyadh,Political,Election updates from Riyadh.,669,2254,3111,https://example.com/post/340,ArabsNews
341,45333.00,2024,2,Alexandria,Tech,Top 5 gadgets of 2025.,3627,2288,3735,https://example.com/post/341,ArabsNews
342,45558.00,2024,9,Cairo,Religious,Event: Eid celebrations in Cairo.,9694,530,4607,https://example.com/post/342,ArabsNews
343,45689.00,2025,2,Riyadh,Tech,Launch event for Alexandria held in Jeddah.,8219,2951,4643,https://example.com/post/343,ArabsNews
344,45795.00,2025,5,????????,Health,Health awareness campaign in Alexandria.,776,1240,2901,https://example.com/post/344,ArabsNews
345,45799.00,2025,5,Doha,Tech,Launch event for Amman held in Riyadh.,5046,2418,4673,https://example.com/post/345,ArabsNews
346,45808.00,2025,5,Cairo,Weather Alert,High temperatures expected in Cairo.,1151,1091,4946,https://example.com/post/346,ArabsNews
347,45634.00,2024,12,Doha,Health,New hospital opens in Doha.,7084,959,406,https://example.com/post/347,ArabsNews
348,45750.00,2025,4,Doha,Local News,New traffic rule enforced in Doha.,9153,2925,4679,https://example.com/post/348,ArabsNews
349,45322.00,2024,1,Jeddah,Tech,Top 5 gadgets of 2025.,3332,321,1742,https://example.com/post/349,ArabsNews
350,45512.00,2024,8,Beirut,Educational,Scholarship applications open for Beirut students.,8253,1405,2085,https://example.com/post/350,ArabsNews
351,45561.00,2024,9,Doha,Religious,Charity campaign launched in Doha.,6667,2822,4297,https://example.com/post/351,ArabsNews
352,45410.00,2024,4,Alexandria,Tech,Launch event for Dubai held in Riyadh.,3027,243,411,https://example.com/post/352,ArabsNews
353,45613.00,2024,11,Alexandria,Educational,Workshop on AI held in Alexandria.,1868,1277,3769,https://example.com/post/353,ArabsNews
354,45354.00,2024,3,Doha,Educational,Scholarship applications open for Doha students.,8634,2179,4604,https://example.com/post/354,ArabsNews
355,45768.00,2025,4,Baghdad,Football,Match result: Baghdad vs Riyadh ended in a win.,645,1782,4706,https://example.com/post/355,ArabsNews
356,45344.00,2024,2,Baghdad,Health,Vaccination drive starts in Baghdad.,3167,630,192,https://example.com/post/356,ArabsNews
357,45307.00,2024,1,Riyadh,Entertainment,Celebrity spotted in Riyadh.,4664,986,4900,https://example.com/post/357,ArabsNews
358,45700.00,2025,2,Amman,Local News,Water supply disruption in Amman.,3234,1019,1875,https://example.com/post/358,ArabsNews
359,45689.00,2025,2,Riyadh,Religious,Charity campaign launched in Riyadh.,6486,1786,1128,https://example.com/post/359,ArabsNews
360,45825.00,2025,6,Riyadh,Tech,Top 5 gadgets of 2025.,6549,1374,1115,https://example.com/post/360,ArabsNews
361,45685.00,2025,1,Riyadh,Football,Top 5 goals of the week in Riyadh league.,8953,839,2178,https://example.com/post/361,ArabsNews
362,45447.00,2024,6,Cairo,Political,Government decision sparks debate in Cairo.,8002,336,1019,https://example.com/post/362,ArabsNews
363,45458.00,2024,6,Riyadh,Health,New hospital opens in Riyadh.,4291,1030,3329,https://example.com/post/363,ArabsNews
364,45771.00,2025,4,Alexandria,Educational,Results declared for Alexandria exams.,1041,2934,184,https://example.com/post/364,ArabsNews
365,45770.00,2025,4,Amman,Political,Government decision sparks debate in Amman.,1636,1941,725,https://example.com/post/365,ArabsNews
366,45788.00,2025,5,Alexandria,Tech,Top 5 gadgets of 2025.,5448,1880,4539,https://example.com/post/366,ArabsNews
367,45817.00,2025,6,Cairo,Local News,Market fire reported in Cairo.,3726,896,3031,https://example.com/post/367,ArabsNews
368,45452.00,2024,6,Doha,Political,Election updates from Doha.,1445,2285,1773,https://example.com/post/368,ArabsNews
369,45405.00,2024,4,Baghdad,Weather Alert,Rainfall forecast updated.,3624,1147,1813,https://example.com/post/369,ArabsNews
370,45826.00,2025,6,Riyadh,Entertainment,Concert announced in Riyadh.,6986,332,2905,https://example.com/post/370,ArabsNews
371,45449.00,2024,6,Alexandria,Educational,Workshop on AI held in Alexandria.,7197,981,2388,https://example.com/post/371,ArabsNews
372,45826.00,2025,6,Cairo,Football,Top 5 goals of the week in Cairo league.,7364,59,77,https://example.com/post/372,ArabsNews
373,45798.00,2025,5,Cairo,Religious,Charity campaign launched in Cairo.,6968,480,4033,https://example.com/post/373,ArabsNews
374,45488.00,2024,7,Riyadh,Religious,Charity campaign launched in Riyadh.,5870,869,220,https://example.com/post/374,ArabsNews
375,45726.00,2025,3,Dubai,Health,New hospital opens in Dubai.,4694,2712,2235,https://example.com/post/375,ArabsNews
376,45392.00,2024,4,Beirut,Political,New policy reform announced in Beirut.,6261,2979,4928,https://example.com/post/376,ArabsNews
377,45743.00,2025,3,Cairo,Local News,Market fire reported in Cairo.,9024,1312,960,https://example.com/post/377,ArabsNews
378,45602.00,2024,11,Jeddah,Religious,Event: Eid celebrations in Jeddah.,2692,718,24,https://example.com/post/378,ArabsNews
379,45480.00,2024,7,Cairo,Tech,Launch event for Beirut held in Riyadh.,5745,390,4051,https://example.com/post/379,ArabsNews
380,45568.00,2024,10,Amman,Football,Top 5 goals of the week in Amman league.,2720,1683,3499,https://example.com/post/380,ArabsNews
381,45370.00,2024,3,Cairo,Educational,Scholarship applications open for Cairo students.,5063,789,2336,https://example.com/post/381,ArabsNews
382,45583.00,2024,10,Doha,Entertainment,Concert announced in Doha.,754,64,1332,https://example.com/post/382,ArabsNews
383,45706.00,2025,2,Jeddah,Football,Match result: Jeddah vs Alexandria ended in a loss.,9395,1636,3015,https://example.com/post/383,ArabsNews
384,45660.00,2025,1,doha,Political,Government decision sparks debate in Doha.,3672,904,3452,https://example.com/post/384,ArabsNews
385,45811.00,2025,6,Alexandria,Political,New policy reform announced in Alexandria.,3440,1335,195,https://example.com/post/385,ArabsNews
386,45631.00,2024,12,Dubai,Local News,Market fire reported in Dubai.,1964,1955,3565,https://example.com/post/386,ArabsNews
387,45684.00,2025,1,Cairo,Political,Election updates from Cairo.,7212,2213,3338,https://example.com/post/387,ArabsNews
388,45569.00,2024,10,Amman,Football,Top 5 goals of the week in Amman league.,157,2273,3891,https://example.com/post/388,ArabsNews
389,45450.00,2024,6,Beirut,Tech,Launch event for Alexandria held in Beirut.,9941,296,1223,https://example.com/post/389,ArabsNews
390,45326.00,2024,2,Riyadh,Educational,Results declared for Riyadh exams.,9737,426,4638,https://example.com/post/390,ArabsNews
391,45603.00,2024,11,Baghdad,Educational,Workshop on AI held in Baghdad.,4745,718,3693,https://example.com/post/391,ArabsNews
392,45768.00,2025,4,Cairo,Religious,Event: Eid celebrations in Cairo.,9592,1438,3591,https://example.com/post/392,ArabsNews
393,45368.00,2024,3,Cairo,Educational,Scholarship applications open for Cairo students.,1273,689,2768,https://example.com/post/393,ArabsNews
394,45724.00,2025,3,Alexandria,Football,Match result: Baghdad vs Doha ended in a draw.,2091,2127,4938,https://example.com/post/394,ArabsNews
395,45798.00,2025,5,Cairo,Football,Match result: Alexandria vs Amman ended in a win.,4878,1021,1925,https://example.com/post/395,ArabsNews
396,45771.00,2025,4,Beirut,Weather Alert,Rainfall forecast updated.,7165,2092,4099,https://example.com/post/396,ArabsNews
397,45399.00,2024,4,Alexandria,Religious,Event: Eid celebrations in Alexandria.,7897,2137,3829,https://example.com/post/397,ArabsNews
398,45481.00,2024,7,Beirut,Health,Health awareness campaign in Beirut.,2227,693,2528,https://example.com/post/398,ArabsNews
399,45329.00,2024,2,Cairo,Entertainment,Celebrity spotted in Cairo.,2150,213,3045,https://example.com/post/399,ArabsNews
400,45496.00,2024,7,Alexandria,Weather Alert,Storm warning issued in Alexandria.,1606,59,2261,https://example.com/post/400,ArabsNews
401,45719.00,2025,3,Cairo,Entertainment,Concert announced in Cairo.,5174,2708,4990,https://example.com/post/401,ArabsNews
402,45503.00,2024,7,Alexandria,Health,Vaccination drive starts in Alexandria.,3971,2558,1612,https://example.com/post/402,ArabsNews
403,45777.00,2025,4,Beirut,Weather Alert,High temperatures expected in Beirut.,5345,1600,858,https://example.com/post/403,ArabsNews
404,45530.00,2024,8,Dubai,Religious,Event: Eid celebrations in Dubai.,8319,28,3067,https://example.com/post/404,ArabsNews
405,45560.00,2024,9,Baghdad,Local News,Water supply disruption in Baghdad.,1495,334,1375,https://example.com/post/405,ArabsNews
406,45639.00,2024,12,Amman,Religious,Event: Eid celebrations in Amman.,8844,1443,1968,https://example.com/post/406,ArabsNews
407,45302.00,2024,1,Riyadh,Weather Alert,High temperatures expected in Riyadh.,5677,326,2300,https://example.com/post/407,ArabsNews
408,45313.00,2024,1,Doha,Political,Government decision sparks debate in Doha.,2330,2535,3424,https://example.com/post/408,ArabsNews
409,45453.00,2024,6,Cairo,Political,Election updates from Cairo.,2509,733,4176,https://example.com/post/409,ArabsNews
410,45657.00,2024,12,Dubai,Religious,Charity campaign launched in Dubai.,1922,1686,3897,https://example.com/post/410,ArabsNews
411,45487.00,2024,7,Amman,Local News,Water supply disruption in Amman.,469,1237,3918,https://example.com/post/411,ArabsNews
412,45529.00,2024,8,Alexandria,Religious,Event: Eid celebrations in Alexandria.,2711,276,428,https://example.com/post/412,ArabsNews
413,45551.00,2024,9,??????????,Entertainment,Movie trailer released: 'Alexandria'.,8462,1098,4360,https://example.com/post/413,ArabsNews
414,45822.00,2025,6,Baghdad,Weather Alert,Rainfall forecast updated.,4467,994,3079,https://example.com/post/414,ArabsNews
415,45321.00,2024,1,Amman,Health,Health awareness campaign in Amman.,6754,2664,2915,https://example.com/post/415,ArabsNews
416,45698.00,2025,2,Alexandria,Football,Fan reactions after Alexandria win.,1633,602,2761,https://example.com/post/416,ArabsNews
417,45406.00,2024,4,Beirut,Weather Alert,High temperatures expected in Beirut.,4077,2658,494,https://example.com/post/417,ArabsNews
418,45568.00,2024,10,Doha,Educational,Scholarship applications open for Doha students.,8810,1250,2996,https://example.com/post/418,ArabsNews
419,45307.00,2024,1,Dubai,Health,Health awareness campaign in Dubai.,771,1034,3019,https://example.com/post/419,ArabsNews
420,45749.00,2025,4,Dubai,Educational,Results declared for Dubai exams.,4098,577,3328,https://example.com/post/420,ArabsNews
421,45586.00,2024,10,Amman,Entertainment,Concert announced in Amman.,2664,1173,4811,https://example.com/post/421,ArabsNews
422,45729.00,2025,3,Beirut,Football,Match result: Beirut vs Beirut ended in a loss.,3948,539,4101,https://example.com/post/422,ArabsNews
423,45408.00,2024,4,Doha,Political,New policy reform announced in Doha.,6393,1672,2236,https://example.com/post/423,ArabsNews
424,45377.00,2024,3,Cairo,Religious,Event: Eid celebrations in Cairo.,4447,690,277,https://example.com/post/424,ArabsNews
425,45613.00,2024,11,Dubai,Football,Top 5 goals of the week in Dubai league.,9204,2563,669,https://example.com/post/425,ArabsNews
426,45737.00,2025,3,Jeddah,Tech,AI tech breakthrough reported.,7743,709,381,https://example.com/post/426,ArabsNews
427,45297.00,2024,1,Alexandria,Educational,Scholarship applications open for Alexandria students.,2386,1630,1001,https://example.com/post/427,ArabsNews
428,45300.00,2024,1,Doha,Educational,Workshop on AI held in Doha.,6998,938,3770,https://example.com/post/428,ArabsNews
429,45715.00,2025,2,Beirut,Weather Alert,High temperatures expected in Beirut.,226,2358,2148,https://example.com/post/429,ArabsNews
430,45428.00,2024,5,Doha,Educational,Results declared for Doha exams.,520,613,2745,https://example.com/post/430,ArabsNews
431,45572.00,2024,10,Riyadh,Political,Government decision sparks debate in Riyadh.,3412,51,4645,https://example.com/post/431,ArabsNews
432,45707.00,2025,2,Alexandria,Entertainment,Movie trailer released: 'Alexandria'.,8210,1294,3432,https://example.com/post/432,ArabsNews
433,45640.00,2024,12,Beirut,Local News,Market fire reported in Beirut.,6313,55,401,https://example.com/post/433,ArabsNews
434,45649.00,2024,12,Jeddah,Local News,Water supply disruption in Jeddah.,2972,798,1640,https://example.com/post/434,ArabsNews
435,45299.00,2024,1,Riyadh,Religious,Charity campaign launched in Riyadh.,3606,2919,362,https://example.com/post/435,ArabsNews
436,45629.00,2024,12,Doha,Weather Alert,High temperatures expected in Doha.,8598,2515,2431,https://example.com/post/436,ArabsNews
437,45572.00,2024,10,Beirut,Health,New hospital opens in Beirut.,9869,1338,800,https://example.com/post/437,ArabsNews
438,45508.00,2024,8,Doha,Football,Match result: Doha vs Jeddah ended in a win.,7760,1336,3169,https://example.com/post/438,ArabsNews
439,45299.00,2024,1,Jeddah,Local News,Market fire reported in Jeddah.,3462,2898,3478,https://example.com/post/439,ArabsNews
440,45719.00,2025,3,Baghdad,Entertainment,Concert announced in Baghdad.,1292,2646,677,https://example.com/post/440,ArabsNews
441,45787.00,2025,5,Doha,Religious,Charity campaign launched in Doha.,9972,23,1213,https://example.com/post/441,ArabsNews
442,45625.00,2024,11,Alexandria,Educational,Scholarship applications open for Alexandria students.,9948,1288,3309,https://example.com/post/442,ArabsNews
443,45776.00,2025,4,Jeddah,Local News,Water supply disruption in Jeddah.,3753,2134,2617,https://example.com/post/443,ArabsNews
444,45314.00,2024,1,Riyadh,Political,New policy reform announced in Riyadh.,3065,2573,3596,https://example.com/post/444,ArabsNews
445,45818.00,2025,6,Jeddah,Weather Alert,Rainfall forecast updated.,4264,964,887,https://example.com/post/445,ArabsNews
446,45667.00,2025,1,Baghdad,Educational,Scholarship applications open for Baghdad students.,7322,796,1403,https://example.com/post/446,ArabsNews
447,45425.00,2024,5,Beirut,Entertainment,Celebrity spotted in Beirut.,1947,1214,2076,https://example.com/post/447,ArabsNews
448,45663.00,2025,1,Baghdad,Health,Vaccination drive starts in Baghdad.,6134,95,397,https://example.com/post/448,ArabsNews
449,45795.00,2025,5,Doha,Political,Election updates from Doha.,6494,1931,4949,https://example.com/post/449,ArabsNews
